C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame123.jpg,45.31,-5.83
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame124.jpg,45.72,-2.53
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame125.jpg,45.72,-2.53
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame126.jpg,45.93,-2.53
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame127.jpg,46.14,-0.67
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame128.jpg,46.35,0.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame129.jpg,49.02,1.97
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame130.jpg,49.02,1.97
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame131.jpg,49.40,5.64
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame132.jpg,49.40,5.64
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame133.jpg,49.59,5.64
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame134.jpg,49.77,7.72
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame135.jpg,49.77,7.72
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame136.jpg,50.16,4.07
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame137.jpg,50.35,4.07
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame138.jpg,50.35,4.07
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame139.jpg,50.55,2.27
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame140.jpg,50.55,2.27
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame141.jpg,50.75,0.33
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame142.jpg,54.27,2.02
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame143.jpg,54.27,2.02
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame144.jpg,54.63,5.49
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame145.jpg,54.63,5.49
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame146.jpg,54.81,5.49
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame147.jpg,54.98,7.50
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame148.jpg,54.98,7.50
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame149.jpg,55.15,5.89
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame150.jpg,55.33,4.16
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame151.jpg,55.33,4.16
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame152.jpg,55.71,0.61
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame153.jpg,55.90,0.61
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame154.jpg,55.90,0.61
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame155.jpg,57.59,-2.09
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame156.jpg,57.59,-2.09
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame157.jpg,57.77,-2.09
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame158.jpg,57.95,-4.24
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame159.jpg,57.95,-4.24
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame160.jpg,58.12,-6.03
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame161.jpg,58.12,-6.03
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame162.jpg,58.48,-2.01
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame163.jpg,58.66,-2.01
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame164.jpg,58.66,-2.01
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame165.jpg,62.25,-4.91
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame166.jpg,62.41,-4.91
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame167.jpg,62.71,-7.41
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame168.jpg,62.71,-7.41
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame169.jpg,62.85,-9.31
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame170.jpg,63.00,-7.41
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame171.jpg,63.00,-7.41
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame172.jpg,63.33,-3.72
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame173.jpg,63.33,-3.72
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame174.jpg,63.50,-3.72
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame175.jpg,63.68,-1.84
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame176.jpg,63.85,-0.13
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame177.jpg,63.85,-0.13
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame178.jpg,64.71,0.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame179.jpg,64.88,0.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame180.jpg,65.22,-1.96
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame181.jpg,65.22,-1.96
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame182.jpg,65.38,-1.96
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame183.jpg,65.54,-3.91
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame184.jpg,65.69,-5.68
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame185.jpg,65.69,-5.68
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame186.jpg,65.83,-7.25
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame187.jpg,65.83,-7.25
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame188.jpg,66.14,-3.36
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame189.jpg,66.29,-3.36
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame190.jpg,69.19,-4.43
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame191.jpg,69.19,-4.43
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame192.jpg,69.33,-4.43
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame193.jpg,69.46,-6.25
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame194.jpg,69.46,-6.25
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame195.jpg,69.66,-10.35
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame196.jpg,69.76,-10.35
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame197.jpg,69.76,-10.35
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame198.jpg,69.88,-8.61
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame199.jpg,69.88,-8.61
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame200.jpg,70.15,-4.30
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame201.jpg,70.15,-4.30
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame202.jpg,70.29,-4.30
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame203.jpg,70.44,-2.41
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame204.jpg,70.44,-2.41
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame205.jpg,73.44,-1.88
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame206.jpg,73.44,-1.88
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame207.jpg,73.69,-5.55
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame208.jpg,73.69,-5.55
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame209.jpg,73.88,-9.17
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame210.jpg,73.96,-9.17
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame211.jpg,73.96,-9.17
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame212.jpg,74.04,-10.77
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame213.jpg,74.04,-10.77
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame214.jpg,74.18,-10.68
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame215.jpg,74.18,-10.68
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame216.jpg,74.26,-10.68
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame217.jpg,74.26,-10.68
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame218.jpg,74.36,-8.73
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame219.jpg,74.47,-6.82
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame220.jpg,74.47,-6.82
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame221.jpg,74.73,-2.82
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame222.jpg,74.87,-2.82
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame223.jpg,74.87,-2.82
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame224.jpg,75.01,-1.05
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame225.jpg,76.24,-2.03
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame226.jpg,76.45,-5.79
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame227.jpg,76.54,-5.79
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame228.jpg,76.54,-5.79
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame229.jpg,76.63,-7.44
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame230.jpg,76.69,-9.12
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame231.jpg,76.69,-9.12
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame232.jpg,76.78,-7.36
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame233.jpg,76.87,-5.75
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame234.jpg,77.11,-1.98
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame235.jpg,77.23,-1.98
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame236.jpg,77.23,-1.98
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame237.jpg,77.36,-0.30
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame238.jpg,78.51,-1.69
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame239.jpg,78.61,-3.23
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame240.jpg,78.61,-3.23
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame241.jpg,78.71,-4.78
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame242.jpg,78.80,-6.23
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame243.jpg,78.86,-7.80
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame244.jpg,78.92,-9.39
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame245.jpg,78.92,-9.39
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame246.jpg,78.97,-10.85
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame247.jpg,79.02,-12.69
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame248.jpg,79.02,-12.69
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame249.jpg,79.07,-11.09
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame250.jpg,79.13,-9.31
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame251.jpg,79.13,-9.31
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame252.jpg,79.29,-5.93
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame253.jpg,79.39,-5.93
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame254.jpg,79.49,-4.35
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame255.jpg,79.49,-4.35
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame256.jpg,79.60,-2.56
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame257.jpg,79.60,-2.56
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame258.jpg,79.72,-0.85
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame259.jpg,80.45,0.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame260.jpg,80.98,-4.07
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame261.jpg,80.98,-4.07
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame262.jpg,81.13,-5.90
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame263.jpg,81.13,-5.90
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame264.jpg,81.21,-4.48
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame265.jpg,81.30,-2.75
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame266.jpg,81.86,0.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame267.jpg,82.53,0.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame268.jpg,82.76,1.75
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame269.jpg,82.76,1.75
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame270.jpg,82.88,3.22
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame271.jpg,83.00,4.94
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame272.jpg,83.12,6.46
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame273.jpg,83.12,6.46
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame274.jpg,83.23,7.82
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame275.jpg,83.33,9.56
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame276.jpg,83.33,9.56
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame277.jpg,83.44,8.03
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame278.jpg,83.55,6.50
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame279.jpg,83.67,4.93
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame280.jpg,83.79,3.47
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame281.jpg,83.91,0.64
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame282.jpg,84.03,0.64
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame283.jpg,84.75,0.00
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame284.jpg,85.36,3.91
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame285.jpg,85.48,3.91
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame286.jpg,85.48,3.91
C:\Users\ADMIN\Desktop\Self driving car project\Train4\IMG\frame287.jpg,84.70,0.00
